seed,scenario,outcome,completion,collision,timeout,cross_road_overlap_any,cross_road_overlap_steps,cross_road_overlap_duration_s,max_simultaneous_merge_vehicles,min_crossroad_x_gap,min_crossroad_euclidean_gap,min_crossroad_clearance_m,min_crossroad_crossing_gap_x300,min_crossroad_crossing_gap_x380,front_pair_crossing_gap_x300,front_pair_crossing_gap_x380,rear_pair_crossing_gap_x300,rear_pair_crossing_gap_x380,min_projected_ttc_gap_s,any_BRAKE_action,total_BRAKE_actions,any_negative_acceleration,any_hard_brake_event,total_hard_brake_events,C_brake,any_below_target_burden,C_mean,U_mean,U_min,Utility_Gini,utility_range,worst_off_identity,role_V0,role_V1,role_V2,role_V3,ttc_slot_V0,ttc_slot_V1,ttc_slot_V2,ttc_slot_V3,U_V0,U_V1,U_V2,U_V3,C_V0,C_V1,C_V2,C_V3
910101,H1_00000,success,1,0,0,1,33,6.6,4,0.2694,6.8149,-4.7306,0.1856,0.212,0.1856,0.212,0.2613,0.2626,0.0482,1,13,1,0,0,0.189416,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
910101,H1_00001,success,1,0,0,1,33,6.6,4,0.2738,6.8068,-4.7262,0.1872,0.219,0.1872,0.219,0.2254,0.2265,0.0179,1,11,1,0,0,0.16657,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
910101,H1_00002,success,1,0,0,1,39,7.8,4,2.1946,7.7058,-2.8054,0.2352,0.2363,0.3176,0.317,0.2352,0.2363,0.2364,1,5,1,1,1,0.079392,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
910101,H1_00003,success,1,0,0,1,32,6.4,4,4.2604,8.4783,-0.7396,0.2549,0.2598,0.3139,0.3131,0.2549,0.2598,0.2582,1,9,1,0,0,0.142128,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,rear,front,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
910101,H1_00004,success,1,0,0,1,33,6.6,4,0.3326,6.6317,-4.6674,0.2043,0.2053,0.2043,0.2299,0.205,0.2053,0.0788,1,11,1,1,1,0.159275,0,0.0,1.0,1.0,0.0,0.0,V0,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
910101,H1_00005,success,1,0,0,1,33,6.6,4,0.0898,6.2238,-4.9102,0.1616,0.1818,0.2111,0.2267,0.1616,0.1818,0.0264,1,25,1,1,2,0.258189,0,0.0,1.0,1.0,0.0,0.0,V0,ramp,ramp,mainline,mainline,front,rear,rear,front,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
910101,H1_00006,success,1,0,0,1,33,6.6,4,0.1946,6.5517,-4.8054,0.1946,0.1948,0.2113,0.2285,0.1946,0.1948,0.0009,1,7,1,1,3,0.180404,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,rear,front,rear,front,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
910101,H1_00007,success,1,0,0,1,31,6.2,4,4.954,8.0851,-0.046,0.2522,0.2603,0.2786,0.2787,0.2522,0.2603,0.2551,1,10,1,0,0,0.17873,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,rear,front,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
910101,H1_00008,success,1,0,0,1,37,7.4,4,4.4412,7.4645,-0.5588,0.212,0.2116,0.3223,0.3213,0.212,0.2116,0.2117,1,1,1,0,0,0.028643,0,0.0,1.0,1.0,0.0,0.0,V0,ramp,ramp,mainline,mainline,rear,front,rear,front,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
910101,H1_00009,success,1,0,0,1,33,6.6,4,4.783,7.8616,-0.217,0.2401,0.2407,0.3258,0.3265,0.2401,0.2407,0.2083,1,5,1,0,0,0.12143,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,rear,front,rear,front,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
