seed,scenario,outcome,completion,collision,timeout,cross_road_overlap_any,cross_road_overlap_steps,cross_road_overlap_duration_s,max_simultaneous_merge_vehicles,min_crossroad_x_gap,min_crossroad_euclidean_gap,min_crossroad_clearance_m,min_crossroad_crossing_gap_x300,min_crossroad_crossing_gap_x380,front_pair_crossing_gap_x300,front_pair_crossing_gap_x380,rear_pair_crossing_gap_x300,rear_pair_crossing_gap_x380,min_projected_ttc_gap_s,any_BRAKE_action,total_BRAKE_actions,any_negative_acceleration,any_hard_brake_event,total_hard_brake_events,C_brake,any_below_target_burden,C_mean,U_mean,U_min,Utility_Gini,utility_range,worst_off_identity,role_V0,role_V1,role_V2,role_V3,ttc_slot_V0,ttc_slot_V1,ttc_slot_V2,ttc_slot_V3,U_V0,U_V1,U_V2,U_V3,C_V0,C_V1,C_V2,C_V3
920106,H1_00000,success,1,0,0,1,34,6.8,4,0.2051,4.728,-4.7949,0.1034,0.2947,0.4563,0.453,0.1034,0.2947,0.2953,1,2,1,1,2,0.124564,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
920106,H1_00001,success,1,0,0,1,34,6.8,4,0.0818,5.3122,-4.9182,0.1392,0.33,0.4146,0.4136,0.1392,0.33,0.3305,1,2,1,1,1,0.075125,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
920106,H1_00002,success,1,0,0,1,35,7.0,4,0.151,3.9979,-4.849,0.1215,0.164,0.31,0.573,0.1215,0.164,0.0058,1,44,1,1,6,1.059542,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
920106,H1_00003,success,1,0,0,1,32,6.4,4,0.9586,6.3521,-4.0414,0.197,0.2331,0.2328,0.2331,0.197,0.3885,0.0338,1,27,1,1,2,0.197235,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,rear,front,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
920106,H1_00004,success,1,0,0,1,33,6.6,4,0.1772,4.7786,-4.8228,0.1011,0.2956,0.3755,0.3711,0.1011,0.2956,0.295,1,2,1,1,3,0.223977,0,0.0,1.0,1.0,0.0,0.0,V0,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
920106,H1_00005,success,1,0,0,1,34,6.8,4,0.2398,4.7867,-4.7602,0.1019,0.2948,0.4343,0.4333,0.1019,0.2948,0.2945,1,4,1,1,3,0.225111,0,0.0,1.0,1.0,0.0,0.0,V0,ramp,ramp,mainline,mainline,front,rear,rear,front,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
920106,H1_00006,success,1,0,0,1,34,6.8,4,0.0769,4.7383,-4.9231,0.0981,0.2038,0.2061,0.2038,0.0981,0.2908,0.1999,1,22,1,1,2,0.120022,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,rear,front,rear,front,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
920106,H1_00007,success,1,0,0,1,32,6.4,4,1.9099,6.6931,-3.0901,0.1813,0.2465,0.1813,0.2465,0.2025,0.3732,0.1808,1,42,1,1,1,0.361287,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,rear,front,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
920106,H1_00008,success,1,0,0,1,34,6.8,4,0.0111,6.2123,-4.9889,0.1726,0.1653,0.2964,0.5686,0.1726,0.1653,0.0004,1,55,1,1,6,0.766612,0,0.0,1.0,1.0,0.0,0.0,V0,ramp,ramp,mainline,mainline,rear,front,rear,front,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
920106,H1_00009,success,1,0,0,1,32,6.4,4,1.6815,7.4964,-3.3185,0.2165,0.2114,0.2165,0.2114,0.2263,0.2252,0.2032,1,39,1,1,1,0.088434,1,0.002404,0.999803,0.999212,0.000148,0.000788,V3,ramp,ramp,mainline,mainline,rear,front,rear,front,1.0,1.0,1.0,0.999212,0.0,0.0,0.0,0.009617
920106,H1_00010,success,1,0,0,1,32,6.4,4,2.1674,8.0979,-2.8326,0.2397,0.2352,0.2397,0.2352,0.2445,0.2442,0.2281,1,20,1,1,1,0.086103,0,0.0,1.0,1.0,0.0,0.0,V0,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
920106,H1_00011,success,1,0,0,1,35,7.0,4,0.127,5.9601,-4.873,0.1804,0.1688,0.2792,0.5722,0.1804,0.1688,0.0049,1,57,1,1,5,0.718553,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,front,rear,rear,front,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
920106,H1_00012,collision,0,1,0,1,34,6.8,4,0.0246,4.1978,-4.9754,0.079,,0.079,,0.1597,,0.0028,1,61,1,1,6,1.113554,0,0.0,0.5,0.0,0.5,1.0,V0,ramp,ramp,mainline,mainline,rear,front,rear,front,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
920106,H1_00013,success,1,0,0,1,32,6.4,4,1.5934,7.2078,-3.4066,0.2019,0.2314,0.2019,0.2314,0.2033,0.3733,0.2001,1,46,1,1,3,0.418251,0,0.0,1.0,1.0,0.0,0.0,V0,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
920106,H1_00014,success,1,0,0,1,34,6.8,4,0.0272,5.0334,-4.9728,0.1401,0.343,0.3552,0.3519,0.1401,0.343,0.3434,1,5,1,1,5,0.273979,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,front,rear,rear,front,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
920106,H1_00015,success,1,0,0,1,33,6.6,4,1.9175,7.9876,-3.0825,0.232,0.233,0.3846,0.3825,0.232,0.233,0.0178,1,2,1,0,0,0.035368,0,0.0,1.0,1.0,0.0,0.0,V0,ramp,ramp,mainline,mainline,rear,front,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
920106,H1_00016,success,1,0,0,1,32,6.4,4,0.9949,6.9633,-4.0051,0.1949,0.2263,0.2304,0.2263,0.1949,0.3675,0.1817,1,38,1,1,1,0.237074,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,rear,front,rear,front,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
920106,H1_00017,success,1,0,0,1,32,6.4,4,1.6883,6.556,-3.3117,0.1817,0.2378,0.2382,0.2378,0.1817,0.3612,0.1561,1,28,1,1,1,0.233467,0,0.0,1.0,1.0,0.0,0.0,V0,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
920106,H1_00018,success,1,0,0,1,34,6.8,4,0.0346,5.5454,-4.9654,0.1561,0.2008,0.2004,0.2008,0.1561,0.3464,0.1998,1,28,1,1,3,0.164891,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
920106,H1_00019,success,1,0,0,1,34,6.8,4,0.1339,5.4639,-4.8661,0.1578,0.2056,0.2052,0.2056,0.1578,0.3537,0.2047,1,24,1,1,4,0.21549,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
