seed,scenario,outcome,completion,collision,timeout,cross_road_overlap_any,cross_road_overlap_steps,cross_road_overlap_duration_s,max_simultaneous_merge_vehicles,min_crossroad_x_gap,min_crossroad_euclidean_gap,min_crossroad_clearance_m,min_crossroad_crossing_gap_x300,min_crossroad_crossing_gap_x380,front_pair_crossing_gap_x300,front_pair_crossing_gap_x380,rear_pair_crossing_gap_x300,rear_pair_crossing_gap_x380,min_projected_ttc_gap_s,any_BRAKE_action,total_BRAKE_actions,any_negative_acceleration,any_hard_brake_event,total_hard_brake_events,C_brake,any_below_target_burden,C_mean,U_mean,U_min,Utility_Gini,utility_range,worst_off_identity,role_V0,role_V1,role_V2,role_V3,ttc_slot_V0,ttc_slot_V1,ttc_slot_V2,ttc_slot_V3,U_V0,U_V1,U_V2,U_V3,C_V0,C_V1,C_V2,C_V3
910102,H1_00000,collision,0,1,0,1,33,6.6,4,0.0745,3.983,-4.9255,0.0257,0.1122,0.4429,0.4399,0.0257,0.1122,0.104,1,15,1,0,0,0.260679,0,0.0,0.5,0.0,0.5,1.0,V1,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
910102,H1_00001,success,1,0,0,1,33,6.6,4,0.1677,4.4927,-4.8323,0.0771,0.1605,0.4302,0.427,0.0771,0.1605,0.1547,1,13,1,0,0,0.25796,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
910102,H1_00002,success,1,0,0,1,39,7.8,4,1.5426,6.5437,-3.4574,0.1747,0.175,0.1747,0.175,0.3239,0.3242,0.174,1,2,1,0,0,0.026921,1,0.057245,0.996198,0.990172,0.002187,0.009828,V1,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,0.990172,1.0,0.994622,0.0,0.149389,0.0,0.079592
910102,H1_00003,success,1,0,0,1,32,6.4,4,3.8467,6.0232,-1.1533,0.1529,0.1533,0.1529,0.1533,0.1811,0.1807,0.1424,1,7,1,0,0,0.038921,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,rear,front,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
910102,H1_00004,success,1,0,0,1,33,6.6,4,0.0378,4.0397,-4.9622,0.0313,0.1184,0.3884,0.3844,0.0313,0.1184,0.1086,1,16,1,0,0,0.272171,0,0.0,1.0,1.0,0.0,0.0,V0,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
910102,H1_00005,success,1,0,0,1,34,6.8,4,0.0642,4.5236,-4.9358,0.0768,0.1492,0.4368,0.4332,0.0768,0.1492,0.1461,1,13,1,0,0,0.274712,0,0.0,1.0,1.0,0.0,0.0,V0,ramp,ramp,mainline,mainline,front,rear,rear,front,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
910102,H1_00006,collision,0,1,0,1,33,6.6,4,0.0557,3.9564,-4.9443,0.0297,0.0554,0.4186,0.4146,0.0297,0.0554,0.0444,1,18,1,0,0,0.308816,0,0.0,0.5,0.0,0.5,1.0,V0,ramp,ramp,mainline,mainline,rear,front,rear,front,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
910102,H1_00007,success,1,0,0,1,32,6.4,4,5.21,6.6931,0.21,0.1813,0.1807,0.1813,0.1807,0.2677,0.2677,0.1808,0,0,1,0,0,0.040314,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,rear,front,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
910102,H1_00008,success,1,0,0,1,38,7.6,4,1.5747,8.0579,-3.4253,0.2367,0.2371,0.2367,0.2371,0.2783,0.2785,0.2342,0,0,1,0,0,0.035364,1,0.042259,0.997133,0.99207,0.001713,0.00793,V0,ramp,ramp,mainline,mainline,rear,front,rear,front,0.99207,1.0,0.996461,1.0,0.117362,0.0,0.051674,0.0
910102,H1_00009,success,1,0,0,1,32,6.4,4,4.5699,7.2932,-0.4301,0.2055,0.2052,0.2055,0.2052,0.3291,0.3294,0.1897,0,0,1,0,0,0.020473,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,rear,front,rear,front,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
