seed,scenario,outcome,completion,collision,timeout,cross_road_overlap_any,cross_road_overlap_steps,cross_road_overlap_duration_s,max_simultaneous_merge_vehicles,min_crossroad_x_gap,min_crossroad_euclidean_gap,min_crossroad_clearance_m,min_crossroad_crossing_gap_x300,min_crossroad_crossing_gap_x380,front_pair_crossing_gap_x300,front_pair_crossing_gap_x380,rear_pair_crossing_gap_x300,rear_pair_crossing_gap_x380,min_projected_ttc_gap_s,any_BRAKE_action,total_BRAKE_actions,any_negative_acceleration,any_hard_brake_event,total_hard_brake_events,C_brake,any_below_target_burden,C_mean,U_mean,U_min,Utility_Gini,utility_range,worst_off_identity,role_V0,role_V1,role_V2,role_V3,ttc_slot_V0,ttc_slot_V1,ttc_slot_V2,ttc_slot_V3,U_V0,U_V1,U_V2,U_V3,C_V0,C_V1,C_V2,C_V3
920104,H1_00000,success,1,0,0,1,34,6.8,4,0.3349,4.9898,-4.6651,0.1222,0.3154,0.339,0.3839,0.1222,0.3154,0.3159,1,7,1,1,4,0.220838,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
920104,H1_00001,success,1,0,0,1,34,6.8,4,0.1182,5.4326,-4.8818,0.1464,0.3372,0.3066,0.3389,0.1464,0.3372,0.3371,0,0,1,0,0,0.019918,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
920104,H1_00002,collision,0,1,0,1,36,7.2,4,0.0079,3.9068,-4.9921,0.0098,0.5835,0.0098,0.5835,0.9803,,0.0058,1,51,1,1,6,1.560711,1,0.071863,0.5,0.0,0.5,1.0,V3,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,0.0,0.0,0.0,0.0,0.287453,0.0
920104,H1_00003,collision,0,1,0,1,25,5.0,4,0.5059,4.0011,-4.4941,0.0258,,0.0258,,0.5327,,0.0025,1,38,1,1,12,1.49205,0,0.0,0.5,0.0,0.5,1.0,V2,ramp,ramp,mainline,mainline,rear,front,front,rear,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
920104,H1_00004,success,1,0,0,1,34,6.8,4,0.3479,4.999,-4.6521,0.1144,0.2405,0.4012,0.4369,0.1144,0.2405,0.1528,1,6,1,1,3,0.297855,0,0.0,1.0,1.0,0.0,0.0,V0,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
920104,H1_00005,success,1,0,0,1,34,6.8,4,0.2472,5.9562,-4.7528,0.1674,0.2603,0.262,0.2603,0.1674,0.3599,0.2575,1,2,1,1,2,0.120558,0,0.0,1.0,1.0,0.0,0.0,V0,ramp,ramp,mainline,mainline,front,rear,rear,front,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
920104,H1_00006,success,1,0,0,1,34,6.8,4,0.0208,5.0176,-4.9792,0.1147,0.1893,0.1743,0.1893,0.1147,0.2451,0.1563,1,8,1,1,4,0.428651,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,rear,front,rear,front,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
920104,H1_00007,collision,0,1,0,1,22,4.4,4,1.5478,4.2564,-3.4522,0.0669,,0.0669,,0.6065,,0.0065,1,38,1,1,8,1.701171,0,0.0,0.5,0.0,0.5,1.0,V2,ramp,ramp,mainline,mainline,rear,front,front,rear,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
920104,H1_00008,collision,0,1,0,1,34,6.8,4,0.0111,3.9404,-4.9889,0.0224,0.0851,0.0224,0.0851,0.963,,0.0004,1,68,1,1,2,1.801612,1,0.001318,0.5,0.0,0.5,1.0,V1,ramp,ramp,mainline,mainline,rear,front,rear,front,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.005273
920104,H1_00009,collision,0,1,0,1,24,4.8,4,0.0081,3.9622,-4.9919,0.0045,,0.0045,,0.4859,,0.0364,1,41,1,1,8,1.470263,0,0.0,0.5,0.0,0.5,1.0,V3,ramp,ramp,mainline,mainline,rear,front,rear,front,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
