seed,scenario,outcome,completion,collision,timeout,cross_road_overlap_any,cross_road_overlap_steps,cross_road_overlap_duration_s,max_simultaneous_merge_vehicles,min_crossroad_x_gap,min_crossroad_euclidean_gap,min_crossroad_clearance_m,min_crossroad_crossing_gap_x300,min_crossroad_crossing_gap_x380,front_pair_crossing_gap_x300,front_pair_crossing_gap_x380,rear_pair_crossing_gap_x300,rear_pair_crossing_gap_x380,min_projected_ttc_gap_s,any_BRAKE_action,total_BRAKE_actions,any_negative_acceleration,any_hard_brake_event,total_hard_brake_events,C_brake,any_below_target_burden,C_mean,U_mean,U_min,Utility_Gini,utility_range,worst_off_identity,role_V0,role_V1,role_V2,role_V3,ttc_slot_V0,ttc_slot_V1,ttc_slot_V2,ttc_slot_V3,U_V0,U_V1,U_V2,U_V3,C_V0,C_V1,C_V2,C_V3
920101,H1_00000,success,1,0,0,1,33,6.6,4,8.8221,13.701,3.8221,0.6065,0.605,0.6065,0.605,0.9369,0.9351,0.6004,0,0,1,0,0,0.025781,1,0.060771,0.995755,0.985693,0.002862,0.014307,V3,ramp,ramp,mainline,mainline,front,rear,front,rear,0.997329,1.0,1.0,0.985693,0.034195,0.0,0.0,0.208889
920101,H1_00001,success,1,0,0,1,33,6.6,4,5.6024,11.8654,0.6024,0.4972,0.4957,0.4972,0.4957,0.7266,0.7237,0.49,0,0,1,0,0,0.033051,1,0.036993,0.997395,0.990741,0.001813,0.009259,V3,ramp,ramp,mainline,mainline,front,rear,front,rear,0.998838,1.0,1.0,0.990741,0.014637,0.0,0.0,0.133333
920101,H1_00002,success,1,0,0,1,42,8.4,4,1.665,8.1423,-3.335,0.2463,0.2484,0.2463,0.2484,0.2961,0.3453,0.2486,1,1,1,1,1,0.076548,1,0.002994,0.999813,0.999251,0.00014,0.000749,V3,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,1.0,0.999251,0.0,0.0,0.0,0.011976
920101,H1_00003,success,1,0,0,1,32,6.4,4,5.1167,8.9409,0.1167,0.2681,0.2687,0.2681,0.2687,0.3265,0.3246,0.2609,0,0,1,0,0,0.034783,1,0.00237,0.999809,0.999235,0.000143,0.000765,V1,ramp,ramp,mainline,mainline,rear,front,front,rear,1.0,0.999235,1.0,1.0,0.0,0.00948,0.0,0.0
920101,H1_00004,success,1,0,0,1,32,6.4,4,10.2679,14.3818,5.2679,0.6317,0.6298,0.6317,0.6298,1.1728,1.1729,0.6262,0,0,1,0,0,0.021148,1,0.082993,0.994379,0.980148,0.003909,0.019852,V1,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,0.980148,0.99737,1.0,0.0,0.297778,0.034195,0.0
920101,H1_00005,success,1,0,0,1,33,6.6,4,8.0469,13.025,3.0469,0.598,0.5985,0.598,0.5985,0.7203,0.7181,0.5949,0,0,1,0,0,0.031298,1,0.041882,0.997007,0.990741,0.001911,0.009259,V1,ramp,ramp,mainline,mainline,front,rear,rear,front,1.0,0.990741,1.0,0.997286,0.0,0.133333,0.0,0.034195
920101,H1_00006,success,1,0,0,1,34,6.8,4,0.3711,9.464,-4.6289,0.311,0.308,0.311,0.308,1.4041,1.4011,0.3029,0,0,1,0,0,0.033446,1,0.096622,0.993643,0.974573,0.004798,0.025427,V0,ramp,ramp,mainline,mainline,rear,front,rear,front,0.974573,1.0,1.0,1.0,0.38649,0.0,0.0,0.0
920101,H1_00007,success,1,0,0,1,35,7.0,4,0.0123,6.5649,-4.9877,0.2623,0.2618,0.2623,0.2618,0.2855,0.484,0.1106,1,4,1,1,5,0.468545,1,0.002404,0.999809,0.999237,0.000143,0.000763,V2,ramp,ramp,mainline,mainline,rear,front,front,rear,1.0,1.0,0.999237,1.0,0.0,0.0,0.009617,0.0
920101,H1_00008,success,1,0,0,1,40,8.0,4,3.8922,8.2871,-1.1078,0.2508,0.2528,0.2508,0.2528,0.2806,0.2806,0.2533,0,0,1,0,0,0.025254,0,0.0,1.0,1.0,0.0,0.0,V0,ramp,ramp,mainline,mainline,rear,front,rear,front,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
920101,H1_00009,success,1,0,0,1,32,6.4,4,4.1609,7.5794,-0.8391,0.2165,0.216,0.2165,0.216,0.2725,0.2725,0.2148,1,1,1,0,0,0.033282,1,0.002404,0.999803,0.999212,0.000148,0.000788,V3,ramp,ramp,mainline,mainline,rear,front,rear,front,1.0,1.0,1.0,0.999212,0.0,0.0,0.0,0.009617
920101,H1_00010,success,1,0,0,1,32,6.4,4,3.3695,6.8496,-1.6305,0.1876,0.1878,0.1876,0.1878,0.2301,0.2306,0.174,1,1,1,0,0,0.034035,1,0.00237,0.999809,0.999235,0.000143,0.000765,V0,ramp,ramp,mainline,mainline,front,rear,front,rear,0.999235,1.0,1.0,1.0,0.00948,0.0,0.0,0.0
920101,H1_00011,collision,0,1,0,1,67,13.4,4,0.5169,3.2128,-4.4831,0.0507,0.0386,0.2469,0.2489,0.0507,0.0386,0.0289,1,51,1,1,30,2.380856,1,1.837536,0.5,0.0,0.5,1.0,V1,ramp,ramp,mainline,mainline,front,rear,rear,front,1.0,0.0,0.0,1.0,0.0,3.630187,3.719956,0.0
920101,H1_00012,success,1,0,0,1,39,7.8,4,3.2695,8.4572,-1.7305,0.2617,0.2646,0.2617,0.2646,0.2866,0.2965,0.2649,0,0,1,0,0,0.024964,0,0.0,1.0,1.0,0.0,0.0,V0,ramp,ramp,mainline,mainline,rear,front,rear,front,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
920101,H1_00013,success,1,0,0,1,32,6.4,4,3.1146,7.2188,-1.8854,0.2023,0.2019,0.2023,0.2019,0.2333,0.2324,0.201,1,2,1,0,0,0.036997,1,0.002404,0.999806,0.999224,0.000145,0.000776,V2,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,0.999224,1.0,0.0,0.0,0.009617,0.0
920101,H1_00014,success,1,0,0,1,34,6.8,4,3.5683,11.0622,-1.4317,0.3933,0.3917,0.3933,0.3917,1.1386,1.1377,0.3867,0,0,1,0,0,0.021186,1,0.074444,0.995037,0.980148,0.003741,0.019852,V2,ramp,ramp,mainline,mainline,front,rear,rear,front,1.0,1.0,0.980148,1.0,0.0,0.0,0.297778,0.0
920101,H1_00015,success,1,0,0,1,33,6.6,4,9.0573,13.8529,4.0573,0.6538,0.6543,0.6538,0.6543,1.1458,1.145,0.6499,0,0,1,0,0,0.021713,1,0.082993,0.994312,0.97988,0.003959,0.02012,V3,ramp,ramp,mainline,mainline,rear,front,front,rear,1.0,0.99737,1.0,0.97988,0.0,0.034195,0.0,0.297778
920101,H1_00016,success,1,0,0,1,35,7.0,4,0.0406,7.4503,-4.9594,0.2482,0.2482,0.2482,0.2482,0.2716,0.3634,0.1521,1,2,1,1,2,0.133069,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,rear,front,rear,front,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
920101,H1_00017,success,1,0,0,1,36,7.2,4,0.2151,6.2582,-4.7849,0.2597,0.2613,0.262,0.2613,0.2597,0.4503,0.0898,1,4,1,1,4,0.449204,1,0.006994,0.999445,0.99778,0.000417,0.00222,V2,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,0.99778,1.0,0.0,0.0,0.027977,0.0
920101,H1_00018,success,1,0,0,1,33,6.6,4,2.0817,10.6526,-2.9183,0.3515,0.3482,0.3515,0.3482,1.1678,1.1671,0.3419,0,0,1,0,0,0.025607,1,0.074444,0.995037,0.980148,0.003741,0.019852,V3,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,1.0,0.980148,0.0,0.0,0.0,0.297778
920101,H1_00019,success,1,0,0,1,34,6.8,4,1.0364,10.5417,-3.9636,0.3559,0.353,0.3559,0.353,1.1627,1.1617,0.347,0,0,1,0,0,0.026206,1,0.074444,0.995037,0.980148,0.003741,0.019852,V3,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,1.0,0.980148,0.0,0.0,0.0,0.297778
920101,H1_00020,success,1,0,0,1,34,6.8,4,2.3443,10.7411,-2.6557,0.3912,0.3898,0.3912,0.3898,0.9342,0.9324,0.3853,0,0,1,0,0,0.025719,1,0.052222,0.996423,0.985693,0.002692,0.014307,V2,ramp,ramp,mainline,mainline,front,rear,rear,front,1.0,1.0,0.985693,1.0,0.0,0.0,0.208889,0.0
920101,H1_00021,success,1,0,0,1,34,6.8,4,1.9053,10.6391,-3.0947,0.3625,0.3592,0.3625,0.3592,1.3631,1.3602,0.3539,0,0,1,0,0,0.033446,1,0.096622,0.993643,0.974573,0.004798,0.025427,V0,ramp,ramp,mainline,mainline,rear,front,front,rear,0.974573,1.0,1.0,1.0,0.38649,0.0,0.0,0.0
920101,H1_00022,success,1,0,0,1,39,7.8,4,2.8484,8.1028,-2.1516,0.2706,0.2826,0.3405,0.3436,0.2706,0.2826,0.2794,0,0,1,0,0,0.03112,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
