seed,scenario,outcome,completion,collision,timeout,cross_road_overlap_any,cross_road_overlap_steps,cross_road_overlap_duration_s,max_simultaneous_merge_vehicles,min_crossroad_x_gap,min_crossroad_euclidean_gap,min_crossroad_clearance_m,min_crossroad_crossing_gap_x300,min_crossroad_crossing_gap_x380,front_pair_crossing_gap_x300,front_pair_crossing_gap_x380,rear_pair_crossing_gap_x300,rear_pair_crossing_gap_x380,min_projected_ttc_gap_s,any_BRAKE_action,total_BRAKE_actions,any_negative_acceleration,any_hard_brake_event,total_hard_brake_events,C_brake,any_below_target_burden,C_mean,U_mean,U_min,Utility_Gini,utility_range,worst_off_identity,role_V0,role_V1,role_V2,role_V3,ttc_slot_V0,ttc_slot_V1,ttc_slot_V2,ttc_slot_V3,U_V0,U_V1,U_V2,U_V3,C_V0,C_V1,C_V2,C_V3
900102,H1_00000,success,1,0,0,1,33,6.6,4,1.2377,6.9393,-3.7623,0.1911,0.1922,0.2871,0.2878,0.1911,0.1922,0.0262,1,4,1,0,0,0.025491,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
900102,H1_00001,success,1,0,0,1,33,6.6,4,0.3328,10.2408,-4.6672,0.3153,0.3164,0.37,0.3703,0.3153,0.3164,0.0994,0,0,1,0,0,0.037391,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
900102,H1_00002,collision,0,1,0,1,62,12.4,4,0.0196,4.0001,-4.9804,0.025,0.1988,0.3923,0.6334,0.025,0.1988,0.0041,1,41,1,1,37,2.710318,1,1.851935,0.492452,0.0,0.500829,0.988171,V1,ramp,ramp,mainline,mainline,front,rear,front,rear,0.981638,0.0,0.988171,0.0,0.290116,3.380215,0.17744,3.559968
900102,H1_00003,success,1,0,0,1,39,7.8,4,0.9577,6.4999,-4.0423,0.2183,0.2188,0.2183,0.2188,0.241,0.3618,0.2095,1,4,1,1,4,0.21952,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,rear,front,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
900102,H1_00004,success,1,0,0,1,33,6.6,4,0.6419,7.2854,-4.3581,0.205,0.2053,0.2934,0.2929,0.205,0.2053,0.0788,1,1,1,0,0,0.025537,0,0.0,1.0,1.0,0.0,0.0,V0,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
900102,H1_00005,success,1,0,0,1,34,6.8,4,0.0113,6.7582,-4.9887,0.2629,0.3075,0.3083,0.3075,0.2629,0.3342,0.3058,1,5,1,1,1,0.347086,0,0.0,1.0,1.0,0.0,0.0,V0,ramp,ramp,mainline,mainline,front,rear,rear,front,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
900102,H1_00006,success,1,0,0,1,33,6.6,4,0.4731,7.5069,-4.5269,0.2136,0.2137,0.2361,0.2351,0.2136,0.2137,0.0009,1,2,1,1,1,0.130497,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,rear,front,rear,front,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
900102,H1_00007,success,1,0,0,1,40,8.0,4,0.0735,7.6661,-4.9265,0.2199,0.2192,0.2199,0.2192,0.6202,0.9966,0.0599,1,3,1,1,3,0.469948,1,0.007076,0.999563,0.998253,0.000328,0.001747,V0,ramp,ramp,mainline,mainline,rear,front,front,rear,0.998253,1.0,1.0,1.0,0.028303,0.0,0.0,0.0
900102,H1_00008,success,1,0,0,1,40,8.0,4,0.5323,7.9233,-4.4677,0.3519,0.425,0.3843,0.5626,0.3519,0.425,0.088,1,3,1,1,3,0.160395,1,0.388365,0.975566,0.963113,0.006064,0.027398,V0,ramp,ramp,mainline,mainline,rear,front,rear,front,0.963113,0.990511,0.968089,0.980554,0.590197,0.140443,0.523349,0.299471
900102,H1_00009,success,1,0,0,1,40,8.0,4,0.191,7.6276,-4.809,0.2418,0.2416,0.2418,0.2416,0.3583,0.5952,0.0896,1,4,1,1,3,0.474222,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,rear,front,rear,front,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
900102,H1_00010,success,1,0,0,1,43,8.6,4,0.184,3.968,-4.816,0.0664,0.5602,0.5206,0.5602,0.0664,0.7531,0.0885,1,9,1,1,6,0.709819,1,0.002947,0.999808,0.999496,0.000111,0.000504,V3,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,0.999736,0.999496,0.0,0.0,0.003426,0.008363
900102,H1_00011,success,1,0,0,1,40,8.0,4,0.0915,8.2361,-4.9085,0.3392,0.4451,0.463,0.6688,0.3392,0.4451,0.4448,1,2,1,1,2,0.114187,1,0.317411,0.979854,0.968021,0.004538,0.021526,V2,ramp,ramp,mainline,mainline,front,rear,rear,front,0.984209,0.977638,0.968021,0.989547,0.236861,0.357796,0.52446,0.150529
900102,H1_00012,success,1,0,0,1,41,8.2,4,0.0805,7.8216,-4.9195,0.3449,0.4271,0.3834,0.6154,0.3449,0.4271,0.1301,1,5,1,1,4,0.21035,1,0.413674,0.97363,0.959645,0.007088,0.02895,V2,ramp,ramp,mainline,mainline,rear,front,rear,front,0.961359,0.984922,0.959645,0.988595,0.610531,0.226169,0.653757,0.164239
900102,H1_00013,success,1,0,0,1,40,8.0,4,0.1087,7.7898,-4.8913,0.2406,0.2401,0.2406,0.2401,0.3668,0.5994,0.0857,1,4,1,1,3,0.477517,0,0.0,1.0,1.0,0.0,0.0,V0,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
900102,H1_00014,success,1,0,0,1,34,6.8,4,0.2713,8.1751,-4.7287,0.2392,0.2402,0.2476,0.2459,0.2392,0.2402,0.0894,0,0,1,0,0,0.030362,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,front,rear,rear,front,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
900102,H1_00015,success,1,0,0,1,33,6.6,4,0.4539,7.9876,-4.5461,0.232,0.233,0.2844,0.2849,0.232,0.233,0.0178,0,0,1,0,0,0.02596,0,0.0,1.0,1.0,0.0,0.0,V0,ramp,ramp,mainline,mainline,rear,front,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
900102,H1_00016,success,1,0,0,1,39,7.8,4,0.0877,7.6439,-4.9123,0.2192,0.2193,0.2192,0.2193,0.4961,0.6731,0.2028,0,0,1,1,1,0.149418,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,rear,front,rear,front,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
900102,H1_00017,success,1,0,0,1,38,7.6,4,0.1063,8.2372,-4.8937,0.2435,0.2432,0.2435,0.2432,0.5961,0.8457,0.2434,1,1,1,1,1,0.221881,0,0.0,1.0,1.0,0.0,0.0,V0,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
900102,H1_00018,success,1,0,0,1,33,6.6,4,0.3228,7.4156,-4.6772,0.21,0.2109,0.2602,0.2576,0.21,0.2109,0.0616,0,0,1,0,0,0.032803,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
900102,H1_00019,success,1,0,0,1,33,6.6,4,0.1763,7.5463,-4.8237,0.2151,0.2163,0.2647,0.2627,0.2151,0.2163,0.0034,1,1,1,0,0,0.033402,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
900102,H1_00020,success,1,0,0,1,33,6.6,4,0.3224,7.4801,-4.6776,0.2126,0.2137,0.2887,0.2875,0.2126,0.2137,0.0838,1,2,1,1,1,0.132378,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,front,rear,rear,front,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
900102,H1_00021,success,1,0,0,1,33,6.6,4,0.1682,8.0776,-4.8318,0.2356,0.2358,0.2718,0.2697,0.2356,0.2358,0.0415,0,0,1,0,0,0.032412,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,rear,front,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
900102,H1_00022,success,1,0,0,1,51,10.2,4,0.0797,4.9,-4.9203,0.2002,0.4656,0.436,0.6239,0.2002,0.4656,0.0121,1,10,1,1,10,0.934775,1,0.822129,0.954288,0.911054,0.020476,0.083842,V3,ramp,ramp,mainline,mainline,front,rear,front,rear,0.994896,0.925046,0.986156,0.911054,0.074521,1.349166,0.21043,1.654397
900102,H1_00023,success,1,0,0,1,52,10.4,4,0.1926,4.1168,-4.8074,0.0945,0.4299,0.1223,0.4299,0.0945,0.6588,0.0367,1,20,1,1,16,1.670645,1,1.033722,0.943026,0.892527,0.021854,0.089003,V0,ramp,ramp,mainline,mainline,rear,front,front,rear,0.892527,0.980392,0.98153,0.917656,2.041995,0.3098,0.284438,1.498655
900102,H1_00024,success,1,0,0,1,32,6.4,4,0.3789,7.5977,-4.6211,0.2171,0.2181,0.2818,0.2822,0.2171,0.2181,0.0158,1,3,1,1,1,0.125912,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
