seed,scenario,outcome,completion,collision,timeout,cross_road_overlap_any,cross_road_overlap_steps,cross_road_overlap_duration_s,max_simultaneous_merge_vehicles,min_crossroad_x_gap,min_crossroad_euclidean_gap,min_crossroad_clearance_m,min_crossroad_crossing_gap_x300,min_crossroad_crossing_gap_x380,front_pair_crossing_gap_x300,front_pair_crossing_gap_x380,rear_pair_crossing_gap_x300,rear_pair_crossing_gap_x380,min_projected_ttc_gap_s,any_BRAKE_action,total_BRAKE_actions,any_negative_acceleration,any_hard_brake_event,total_hard_brake_events,C_brake,any_below_target_burden,C_mean,U_mean,U_min,Utility_Gini,utility_range,worst_off_identity,role_V0,role_V1,role_V2,role_V3,ttc_slot_V0,ttc_slot_V1,ttc_slot_V2,ttc_slot_V3,U_V0,U_V1,U_V2,U_V3,C_V0,C_V1,C_V2,C_V3
900101,H1_00000,success,1,0,0,1,33,6.6,4,0.6589,7.1877,-4.3411,0.2017,0.1996,0.2017,0.1996,0.259,0.2601,0.1922,0,0,1,0,0,0.035835,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
900101,H1_00001,success,1,0,0,1,33,6.6,4,0.7795,8.454,-4.2205,0.2498,0.2505,0.2697,0.267,0.2498,0.2505,0.227,0,0,1,0,0,0.038241,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
900101,H1_00002,success,1,0,0,1,34,6.8,4,5.6176,7.2728,0.6176,0.2045,0.2041,0.3539,0.3559,0.2045,0.2041,0.2035,1,1,1,0,0,0.027496,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
900101,H1_00003,success,1,0,0,1,32,6.4,4,3.2922,8.6857,-1.7078,0.2586,0.2578,0.2586,0.2578,0.2802,0.2798,0.2566,0,0,1,0,0,0.03651,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,rear,front,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
900101,H1_00004,success,1,0,0,1,33,6.6,4,1.1578,7.8477,-3.8422,0.2275,0.2244,0.2275,0.2244,0.2287,0.229,0.1037,0,0,1,0,0,0.034381,0,0.0,1.0,1.0,0.0,0.0,V0,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
900101,H1_00005,success,1,0,0,1,33,6.6,4,0.2609,7.0482,-4.7391,0.1962,0.1931,0.1962,0.1931,0.227,0.2272,0.0339,1,1,1,0,0,0.039051,0,0.0,1.0,1.0,0.0,0.0,V0,ramp,ramp,mainline,mainline,front,rear,rear,front,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
900101,H1_00006,success,1,0,0,1,33,6.6,4,1.0378,8.0649,-3.9622,0.2351,0.2352,0.258,0.2545,0.2351,0.2352,0.2356,0,0,1,0,0,0.037301,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,rear,front,rear,front,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
900101,H1_00007,success,1,0,0,1,32,6.4,4,4.2402,7.9481,-0.7598,0.2308,0.2305,0.2735,0.2736,0.2308,0.2305,0.2311,0,0,1,0,0,0.031356,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,rear,front,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
900101,H1_00008,success,1,0,0,1,34,6.8,4,5.5216,7.5445,0.5216,0.2152,0.2151,0.345,0.3454,0.2152,0.2151,0.2154,1,1,1,0,0,0.02163,0,0.0,1.0,1.0,0.0,0.0,V0,ramp,ramp,mainline,mainline,rear,front,rear,front,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
900101,H1_00009,success,1,0,0,1,32,6.4,4,6.0132,8.5504,1.0132,0.2535,0.2535,0.2535,0.2535,0.2793,0.2779,0.2434,0,0,1,0,0,0.040017,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,rear,front,rear,front,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
