seed,scenario,outcome,completion,collision,timeout,cross_road_overlap_any,cross_road_overlap_steps,cross_road_overlap_duration_s,max_simultaneous_merge_vehicles,min_crossroad_x_gap,min_crossroad_euclidean_gap,min_crossroad_clearance_m,min_crossroad_crossing_gap_x300,min_crossroad_crossing_gap_x380,front_pair_crossing_gap_x300,front_pair_crossing_gap_x380,rear_pair_crossing_gap_x300,rear_pair_crossing_gap_x380,min_projected_ttc_gap_s,any_BRAKE_action,total_BRAKE_actions,any_negative_acceleration,any_hard_brake_event,total_hard_brake_events,C_brake,any_below_target_burden,C_mean,U_mean,U_min,Utility_Gini,utility_range,worst_off_identity,role_V0,role_V1,role_V2,role_V3,ttc_slot_V0,ttc_slot_V1,ttc_slot_V2,ttc_slot_V3,U_V0,U_V1,U_V2,U_V3,C_V0,C_V1,C_V2,C_V3
900104,H1_00000,success,1,0,0,1,37,7.4,4,3.032,10.9163,-1.968,0.5597,0.5806,0.8302,1.4066,0.5597,0.5806,0.5183,0,0,1,0,0,0.020922,1,0.052284,0.996627,0.988786,0.002253,0.011214,V1,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,0.988786,1.0,0.99772,0.0,0.174942,0.0,0.034195
900104,H1_00001,success,1,0,0,1,39,7.8,4,1.8728,10.6442,-3.1272,0.6008,0.6982,0.777,1.0803,0.6008,0.6982,0.6972,0,0,1,0,0,0.023426,1,0.097754,0.993774,0.979249,0.004176,0.020751,V1,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,0.979249,1.0,0.995845,0.0,0.327859,0.0,0.063157
900104,H1_00002,success,1,0,0,1,37,7.4,4,5.0129,11.5896,0.0129,0.4985,0.6037,0.5116,0.7202,0.4985,0.6037,0.6027,0,0,1,0,0,0.024463,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
900104,H1_00003,success,1,0,0,1,30,6.0,4,10.3701,14.7528,5.3701,0.5874,0.6826,0.7107,0.7217,0.5874,0.6826,0.6846,0,0,1,0,0,0.03005,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,rear,front,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
900104,H1_00004,success,1,0,0,1,38,7.6,4,1.9042,10.6171,-3.0958,0.6489,0.6186,0.7451,1.3684,0.6489,0.6894,0.5481,0,0,1,0,0,0.01743,1,0.090513,0.994385,0.979762,0.003956,0.020238,V3,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,0.99778,1.0,0.979762,0.0,0.034195,0.0,0.327859
900104,H1_00005,success,1,0,0,1,38,7.6,4,1.7542,10.5903,-3.2458,0.5957,0.6147,0.7381,1.3628,0.5957,0.6387,0.5451,0,0,1,0,0,0.019371,1,0.072773,0.995313,0.983532,0.003245,0.016468,V2,ramp,ramp,mainline,mainline,front,rear,rear,front,1.0,0.99772,0.983532,1.0,0.0,0.034195,0.256898,0.0
900104,H1_00006,success,1,0,0,1,31,6.2,4,11.5991,12.5318,6.5991,0.4118,0.4007,0.804,0.8149,0.5681,0.5682,0.0221,1,3,1,0,0,0.040698,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,rear,front,rear,front,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
900104,H1_00007,success,1,0,0,1,31,6.2,4,13.1043,16.3394,8.1043,0.6356,0.7257,0.7207,0.7257,0.6356,0.7289,0.7233,0,0,1,0,0,0.032416,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,rear,front,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
900104,H1_00008,success,1,0,0,1,39,7.8,4,3.0956,10.188,-1.9044,0.4321,0.5435,0.5704,0.7396,0.4321,0.5435,0.543,0,0,1,0,0,0.02414,0,0.0,1.0,1.0,0.0,0.0,V0,ramp,ramp,mainline,mainline,rear,front,rear,front,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
900104,H1_00009,success,1,0,0,1,32,6.4,4,10.0387,14.5214,5.0387,0.5782,0.5777,0.655,0.7374,0.5782,0.7475,0.3515,0,0,1,0,0,0.026035,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,rear,front,rear,front,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
