seed,scenario,outcome,completion,collision,timeout,cross_road_overlap_any,cross_road_overlap_steps,cross_road_overlap_duration_s,max_simultaneous_merge_vehicles,min_crossroad_x_gap,min_crossroad_euclidean_gap,min_crossroad_clearance_m,min_crossroad_crossing_gap_x300,min_crossroad_crossing_gap_x380,front_pair_crossing_gap_x300,front_pair_crossing_gap_x380,rear_pair_crossing_gap_x300,rear_pair_crossing_gap_x380,min_projected_ttc_gap_s,any_BRAKE_action,total_BRAKE_actions,any_negative_acceleration,any_hard_brake_event,total_hard_brake_events,C_brake,any_below_target_burden,C_mean,U_mean,U_min,Utility_Gini,utility_range,worst_off_identity,role_V0,role_V1,role_V2,role_V3,ttc_slot_V0,ttc_slot_V1,ttc_slot_V2,ttc_slot_V3,U_V0,U_V1,U_V2,U_V3,C_V0,C_V1,C_V2,C_V3
920102,H1_00000,success,1,0,0,1,32,6.4,4,7.0449,12.6269,2.0449,0.5521,0.5494,0.5521,0.5494,0.6497,0.7036,0.4311,0,0,1,0,0,0.036854,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
920102,H1_00001,success,1,0,0,1,33,6.6,4,0.254,10.4132,-4.746,0.6228,0.6261,0.6228,0.6261,0.6997,0.86,0.6212,0,0,1,0,0,0.03892,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
920102,H1_00002,success,1,0,0,1,39,7.8,4,0.0267,8.5297,-4.9733,0.3637,0.4167,0.3701,0.4167,0.3637,0.521,0.2531,0,0,1,0,0,0.031806,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
920102,H1_00003,success,1,0,0,1,35,7.0,4,10.0473,14.5272,5.0473,0.6803,0.7122,1.0324,1.0783,0.6803,0.7122,0.709,0,0,1,0,0,0.030422,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,rear,front,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
920102,H1_00004,success,1,0,0,1,33,6.6,4,0.4651,9.5902,-4.5349,0.465,0.4886,0.4894,0.4886,0.465,0.5227,0.484,0,0,1,0,0,0.07315,0,0.0,1.0,1.0,0.0,0.0,V0,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
920102,H1_00005,success,1,0,0,1,33,6.6,4,0.4792,10.4237,-4.5208,0.5473,0.5497,0.5473,0.5497,0.5514,0.5992,0.5456,0,0,1,0,0,0.036439,0,0.0,1.0,1.0,0.0,0.0,V0,ramp,ramp,mainline,mainline,front,rear,rear,front,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
920102,H1_00006,success,1,0,0,1,33,6.6,4,0.3168,8.8052,-4.6832,0.4155,0.4609,0.4612,0.4609,0.4155,0.4841,0.4565,0,0,1,0,0,0.161202,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,rear,front,rear,front,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
920102,H1_00007,collision,0,1,0,1,37,7.4,4,3.956,9.4997,-1.044,0.3202,0.348,0.7457,0.4586,0.3202,0.348,0.3457,0,0,1,0,0,0.028362,0,0.0,0.5,0.0,0.5,1.0,V1,ramp,ramp,mainline,mainline,rear,front,front,rear,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
920102,H1_00008,success,1,0,0,1,40,8.0,4,0.1627,7.7507,-4.8373,0.2949,0.332,0.2949,0.332,0.3436,0.539,0.2017,0,0,1,0,0,0.031108,0,0.0,1.0,1.0,0.0,0.0,V0,ramp,ramp,mainline,mainline,rear,front,rear,front,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
920102,H1_00009,collision,0,1,0,1,36,7.2,4,6.6231,12.3726,1.6231,0.4591,0.4053,0.6822,0.4053,0.4591,0.4783,0.4016,0,0,1,0,0,0.020744,0,0.0,0.5,0.0,0.5,1.0,V1,ramp,ramp,mainline,mainline,rear,front,rear,front,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
920102,H1_00010,success,1,0,0,1,36,7.2,4,9.21,13.9614,4.21,0.6746,0.7068,1.0927,1.1385,0.6746,0.7068,0.7035,0,0,1,0,0,0.03049,0,0.0,1.0,1.0,0.0,0.0,V0,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
920102,H1_00011,success,1,0,0,1,35,7.0,4,2.9536,8.872,-2.0464,0.2995,0.3359,0.2995,0.3359,1.7092,1.732,0.3341,0,0,1,0,0,0.038283,1,0.187391,0.988433,0.953731,0.008777,0.046269,V1,ramp,ramp,mainline,mainline,front,rear,rear,front,1.0,0.953731,1.0,1.0,0.0,0.749564,0.0,0.0
920102,H1_00012,success,1,0,0,1,40,8.0,4,0.0969,8.4307,-4.9031,0.2827,0.3203,0.2827,0.3203,0.3777,0.5515,0.3186,0,0,1,0,0,0.03137,0,0.0,1.0,1.0,0.0,0.0,V0,ramp,ramp,mainline,mainline,rear,front,rear,front,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
920102,H1_00013,collision,0,1,0,1,38,7.6,4,2.4468,8.7306,-2.5532,0.3244,0.447,0.7608,0.4745,0.3244,0.447,0.4513,0,0,1,0,0,0.021405,0,0.0,0.75,0.0,0.25,1.0,V0,ramp,ramp,mainline,mainline,front,rear,front,rear,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
