seed,scenario,outcome,completion,collision,timeout,cross_road_overlap_any,cross_road_overlap_steps,cross_road_overlap_duration_s,max_simultaneous_merge_vehicles,min_crossroad_x_gap,min_crossroad_euclidean_gap,min_crossroad_clearance_m,min_crossroad_crossing_gap_x300,min_crossroad_crossing_gap_x380,front_pair_crossing_gap_x300,front_pair_crossing_gap_x380,rear_pair_crossing_gap_x300,rear_pair_crossing_gap_x380,min_projected_ttc_gap_s,any_BRAKE_action,total_BRAKE_actions,any_negative_acceleration,any_hard_brake_event,total_hard_brake_events,C_brake,any_below_target_burden,C_mean,U_mean,U_min,Utility_Gini,utility_range,worst_off_identity,role_V0,role_V1,role_V2,role_V3,ttc_slot_V0,ttc_slot_V1,ttc_slot_V2,ttc_slot_V3,U_V0,U_V1,U_V2,U_V3,C_V0,C_V1,C_V2,C_V3
900103,H1_00000,success,1,0,0,1,31,6.2,4,13.0978,14.2611,8.0978,0.4653,0.4598,0.8349,0.8401,0.7781,0.7788,0.015,0,0,1,0,0,0.042993,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
900103,H1_00001,success,1,0,0,1,31,6.2,4,11.2768,15.2111,6.2768,0.5044,0.4924,0.8156,0.8273,0.7957,0.7966,0.0641,0,0,1,0,0,0.042672,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
900103,H1_00002,success,1,0,0,1,37,7.4,4,0.6957,9.3013,-4.3043,0.3712,0.4257,0.3712,0.4257,0.7004,0.6994,0.4244,0,0,1,0,0,0.029741,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
900103,H1_00003,success,1,0,0,1,31,6.2,4,13.4565,17.0641,8.4565,0.5985,0.5974,0.5985,0.5974,0.8615,0.8595,0.588,0,0,1,0,0,0.043341,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,rear,front,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
900103,H1_00004,success,1,0,0,1,31,6.2,4,12.1217,15.5079,7.1217,0.5063,0.5034,0.7825,0.7846,0.792,0.792,0.0396,0,0,1,0,0,0.043005,0,0.0,1.0,1.0,0.0,0.0,V0,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
900103,H1_00005,success,1,0,0,1,32,6.4,4,10.6308,14.7619,5.6308,0.5119,0.499,0.8208,0.8335,0.7486,0.7485,0.0517,0,0,1,0,0,0.042676,0,0.0,1.0,1.0,0.0,0.0,V0,ramp,ramp,mainline,mainline,front,rear,rear,front,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
900103,H1_00006,success,1,0,0,1,31,6.2,4,11.5991,12.5318,6.5991,0.4118,0.4007,0.804,0.8149,0.7816,0.7815,0.0221,0,0,1,0,0,0.042743,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,rear,front,rear,front,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
900103,H1_00007,success,1,0,0,1,34,6.8,4,0.0161,5.7783,-4.9839,0.223,0.3933,0.6293,0.6285,0.223,0.3933,0.0213,0,0,1,0,0,0.02881,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,rear,front,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
900103,H1_00008,success,1,0,0,1,36,7.2,4,0.5557,9.09,-4.4443,0.3624,0.4214,0.3624,0.4214,0.671,0.6697,0.4198,0,0,1,0,0,0.029784,0,0.0,1.0,1.0,0.0,0.0,V0,ramp,ramp,mainline,mainline,rear,front,rear,front,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
900103,H1_00009,collision,0,1,0,1,31,6.2,4,0.1321,4.4719,-4.8679,0.0731,0.0714,0.0731,0.0714,0.8975,,0.0049,0,0,1,0,0,0.028159,0,0.0,0.5,0.0,0.5,1.0,V1,ramp,ramp,mainline,mainline,rear,front,rear,front,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
900103,H1_00010,success,1,0,0,1,31,6.2,4,11.9289,15.4416,6.9289,0.4982,0.4977,0.4982,0.4977,0.8791,0.8766,0.4861,0,0,1,0,0,0.043403,0,0.0,1.0,1.0,0.0,0.0,V0,ramp,ramp,mainline,mainline,front,rear,front,rear,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
900103,H1_00011,success,1,0,0,1,36,7.2,4,0.4218,7.7627,-4.5782,0.2558,0.2861,0.2558,0.2861,0.683,0.6829,0.2848,0,0,1,0,0,0.027875,0,0.0,1.0,1.0,0.0,0.0,V1,ramp,ramp,mainline,mainline,front,rear,rear,front,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
900103,H1_00012,collision,0,1,0,1,33,6.6,4,0.0094,3.9235,-4.9906,0.0003,0.0001,0.0003,0.0001,0.0141,,0.0003,0,0,1,0,0,0.022749,0,0.0,0.5,0.0,0.5,1.0,V1,ramp,ramp,mainline,mainline,rear,front,rear,front,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
